NS,EW,UD
0.053,-0.172,0.059
0.143,-0.192,0.160
-0.032,-0.163,0.095
-0.140,0.073,0.049
-0.043,0.178,-0.014
0.002,0.116,-0.062
0.222,0.027,-0.084
0.202,-0.090,0.029
-0.175,-0.011,-0.140
-0.025,0.131,-0.124
0.349,-0.057,0.146
0.239,-0.036,0.031
-0.173,0.108,0.095
-0.138,-0.128,0.088
0.157,-0.103,0.012
-0.058,0.158,-0.015
-0.245,0.128,-0.171
-0.018,-0.034,-0.091
0.065,-0.148,-0.080
0.034,-0.050,-0.063
0.028,0.172,0.064
-0.032,0.071,0.088
0.135,-0.182,0.046
0.119,-0.139,0.035
-0.102,0.070,-0.003
0.049,0.105,-0.085
-0.039,-0.130,0.056
-0.189,-0.024,0.024
-0.002,0.175,-0.000
0.131,-0.129,0.001
0.207,-0.060,-0.171
-0.118,0.205,-0.044
-0.206,0.135,-0.050
0.086,-0.014,0.028
-0.038,-0.047,0.094
0.100,0.151,-0.010
0.244,-0.005,0.099
-0.002,-0.118,-0.051
-0.114,0.027,0.021
-0.082,0.034,0.102
0.113,0.178,-0.111
0.178,0.122,-0.044
0.084,-0.049,0.021
0.030,-0.056,0.138
-0.133,0.118,0.153
-0.177,0.307,-0.059
-0.027,0.089,-0.158
-0.089,-0.203,-0.063
-0.128,-0.249,-0.021
0.052,-0.034,-0.158
0.074,0.073,-0.030
0.016,-0.055,0.129
-0.107,0.076,0.060
-0.115,0.243,0.093
0.108,0.135,0.039
0.113,-0.044,-0.003
-0.027,-0.041,0.124
-0.068,0.137,-0.046
0.067,-0.006,-0.077
0.067,-0.166,0.100
-0.122,0.303,-0.109
-0.057,0.337,0.102
0.050,-0.086,0.172
0.003,0.160,-0.182
-0.209,0.114,0.037
-0.232,-0.071,-0.104
0.032,0.080,-0.160
0.147,-0.114,0.067
0.138,-0.049,-0.054
-0.191,0.058,0.029
-0.246,0.006,-0.054
0.133,-0.049,0.038
0.062,-0.178,0.051
-0.031,-0.112,-0.016
0.109,-0.125,0.126
0.062,0.165,-0.100
-0.102,0.383,0.062
-0.042,0.068,0.128
0.005,-0.229,0.004
0.041,-0.078,0.051
0.182,0.245,-0.108
0.076,-0.057,-0.111
-0.066,0.022,-0.075
-0.270,0.315,0.076
-0.152,0.100,-0.001
0.085,0.045,-0.025
-0.008,-0.068,0.101
0.042,0.113,-0.043
-0.225,0.194,0.095
-0.315,-0.112,0.029
0.069,-0.143,-0.041
0.113,-0.110,0.036
0.034,-0.035,-0.088
0.018,-0.018,-0.073
-0.011,0.080,-0.035
-0.041,0.191,0.069
-0.034,0.112,-0.022
-0.103,-0.015,-0.085
-0.054,-0.223,0.131
0.023,-0.142,0.079
-0.077,0.052,-0.106
-0.026,0.083,-0.021
-0.097,0.132,0.115
-0.089,0.152,-0.036
-0.032,0.044,-0.081
-0.030,-0.072,0.002
0.176,-0.029,-0.019
0.096,0.141,-0.045
-0.033,0.240,-0.005
-0.087,0.047,0.014
-0.072,-0.057,-0.046
-0.002,-0.049,0.029
-0.124,-0.029,-0.007
-0.143,0.013,0.064
-0.008,-0.068,0.095
0.140,0.180,-0.038
0.017,0.195,0.027
0.050,-0.168,-0.110
0.187,-0.256,0.016
-0.141,-0.067,0.091
-0.254,0.227,-0.105
-0.058,-0.044,-0.073
0.091,-0.222,-0.101
-0.055,0.066,0.089
-0.296,0.039,0.007
-0.084,-0.089,-0.079
0.086,-0.090,0.118
-0.069,0.097,-0.052
-0.201,0.074,-0.026
-0.097,-0.097,-0.036
0.012,0.093,-0.103
-0.146,0.222,-0.013
-0.204,0.131,-0.069
0.100,0.015,0.058
0.202,0.022,0.049
-0.043,0.028,-0.066
-0.068,-0.145,0.018
0.011,-0.059,-0.043
0.005,0.206,-0.010
-0.037,0.146,0.020
0.003,-0.043,-0.062
0.113,-0.104,0.059
-0.006,0.030,-0.070
-0.104,-0.001,-0.133
-0.158,-0.221,0.009
-0.100,-0.060,-0.120
0.103,-0.083,-0.014
0.070,-0.099,0.070
-0.101,0.195,-0.020
-0.154,0.023,-0.007
-0.013,-0.112,0.027
0.024,-0.055,0.029
-0.033,-0.056,-0.076
-0.002,-0.040,-0.014
-0.007,-0.068,-0.026
-0.091,0.097,-0.035
-0.080,0.077,-0.003
0.100,-0.118,-0.096
0.013,0.070,-0.035
-0.116,0.283,-0.083
-0.098,0.009,-0.045
-0.153,-0.160,-0.020
-0.131,-0.005,-0.048
-0.136,0.000,0.035
-0.093,0.095,-0.039
-0.003,-0.078,0.001
0.080,-0.374,-0.007
0.062,-0.096,-0.036
-0.097,0.084,0.004
-0.098,0.023,-0.028
0.015,0.041,-0.077
0.067,0.010,-0.106
0.021,-0.034,0.002
0.016,0.060,-0.001
-0.119,0.189,0.013
-0.181,0.035,-0.034
-0.005,-0.219,-0.098
-0.025,-0.077,0.015
0.016,0.158,0.006
0.054,0.026,0.027
0.067,0.052,-0.043
0.063,0.075,-0.089
-0.137,-0.149,-0.064
-0.173,-0.028,-0.027
-0.185,0.036,0.045
-0.082,-0.144,-0.124
0.071,-0.233,0.020
-0.039,-0.088,0.116
-0.078,0.177,-0.111
-0.055,0.043,-0.041
-0.083,-0.073,-0.042
-0.069,0.054,-0.072
0.010,-0.015,-0.030
0.106,-0.105,-0.003
0.007,-0.069,0.041
-0.207,0.021,-0.031
-0.130,0.045,-0.011
0.063,0.100,0.019
0.055,0.144,0.080
0.022,0.002,0.027
-0.077,0.017,-0.136
-0.128,-0.008,0.017
0.055,-0.101,0.027
0.107,0.086,-0.083
-0.027,0.216,-0.080
-0.103,0.047,-0.069
-0.086,-0.208,0.029
-0.033,-0.101,0.001
-0.136,0.044,0.034
-0.187,-0.082,0.025
-0.060,0.000,-0.054
-0.117,0.160,-0.000
-0.218,0.201,-0.062
-0.038,-0.076,-0.023
0.223,-0.244,-0.029
0.121,0.129,-0.066
-0.216,0.032,-0.004
-0.227,-0.248,-0.080
-0.077,-0.139,0.074
-0.089,-0.006,0.082
-0.015,0.152,-0.028
0.127,-0.031,0.070
0.130,0.027,-0.068
-0.093,0.283,0.022
-0.236,0.024,0.039
0.005,-0.071,-0.048
0.027,-0.008,0.080
-0.099,0.110,-0.075
-0.045,-0.011,-0.002
-0.092,-0.173,-0.006
-0.162,0.211,-0.041
-0.231,0.328,0.107
-0.015,0.123,-0.034
0.234,-0.182,-0.039
-0.023,-0.174,-0.081
-0.254,0.123,0.084
-0.137,0.005,0.104
-0.019,0.066,-0.143
-0.033,0.054,0.107
-0.094,-0.069,-0.021
-0.120,0.086,-0.124
0.005,-0.102,0.138
0.016,-0.059,-0.031
-0.053,0.262,-0.071
0.006,0.040,0.153
0.036,-0.046,0.019
0.031,0.140,-0.192
0.030,-0.116,0.039
0.180,-0.271,0.188
0.093,0.040,0.045
-0.136,0.141,-0.036
-0.037,0.038,-0.069
-0.090,0.175,-0.001
-0.129,0.236,0.045
-0.026,-0.035,0.011
-0.181,-0.138,0.061
-0.309,0.162,0.048
-0.190,0.269,-0.143
0.036,-0.056,-0.042
0.158,-0.148,0.282
0.012,0.071,0.067
-0.069,0.028,-0.099
0.013,-0.123,-0.023
0.020,0.149,-0.225
0.009,0.265,0.054
-0.097,-0.036,0.209
-0.124,0.060,-0.195
0.006,0.021,-0.040
0.147,-0.237,0.220
0.062,-0.003,0.114
-0.242,0.218,0.059
-0.154,-0.044,0.038
0.168,-0.133,-0.134
0.195,0.245,0.063
-0.084,0.066,0.087
-0.118,-0.057,-0.294
0.043,0.173,0.023
0.106,0.114,-0.066
0.099,-0.018,-0.074
-0.046,-0.190,0.172
0.021,0.212,-0.065
-0.278,0.237,0.225
-0.304,-0.096,0.072
0.369,-0.083,0.051
0.400,-0.189,0.065
0.041,0.216,-0.296
-0.346,0.166,0.057
-0.240,-0.191,-0.034
0.237,-0.044,-0.048
0.203,0.009,0.146
-0.038,0.213,-0.062
-0.115,0.149,-0.055
-0.135,-0.162,-0.030
-0.126,-0.134,0.080
-0.016,-0.052,0.196
0.065,0.033,-0.014
0.201,0.254,-0.116
-0.120,0.196,0.094
-0.298,0.245,-0.106
0.026,0.100,-0.005
0.064,-0.509,0.084
0.372,-0.052,-0.284
0.015,0.199,0.105
-0.305,-0.005,-0.018
0.315,0.452,0.032
0.075,0.163,0.293
-0.118,-0.281,-0.229
0.080,-0.363,0.162
0.067,-0.073,-0.019
0.213,0.231,-0.379
0.055,-0.291,0.090
-0.112,-0.059,-0.064
-0.176,0.450,0.025
-0.211,0.179,0.094
0.051,0.048,0.077
0.122,0.080,0.109
0.060,-0.074,-0.192
0.135,-0.191,-0.063
-0.177,0.227,0.099
-0.259,0.315,0.008
0.210,-0.178,-0.074
0.029,-0.235,0.003
-0.014,0.179,0.036
0.375,0.271,0.012
-0.002,-0.226,0.020
-0.411,-0.096,-0.176
-0.198,0.183,0.082
0.502,-0.094,0.185
0.486,-0.028,-0.089
-0.378,0.061,0.048
-0.110,0.147,-0.016
0.345,0.201,-0.047
-0.128,0.000,-0.010
-0.204,-0.102,-0.038
0.124,-0.170,0.150
0.157,0.084,-0.117
-0.060,0.180,-0.095
-0.180,-0.037,0.082
0.122,0.165,-0.186
0.010,0.009,0.049
-0.378,-0.140,-0.104
0.053,0.026,-0.010
0.275,-0.146,0.425
0.011,0.135,-0.155
-0.107,0.157,0.046
-0.071,-0.140,0.127
0.188,0.315,-0.404
0.030,0.348,0.099
-0.089,-0.129,0.035
0.182,-0.160,-0.211
-0.125,-0.003,0.063
-0.173,0.080,-0.069
0.168,-0.035,0.040
-0.006,-0.159,-0.068
0.056,-0.017,-0.066
0.010,0.062,0.272
-0.009,0.124,-0.004
0.295,0.125,0.117
-0.026,0.014,0.078
-0.199,0.069,-0.243
-0.034,-0.024,0.101
0.012,-0.163,0.051
0.105,-0.034,-0.125
-0.019,0.103,-0.027
-0.024,0.218,-0.042
-0.012,0.282,-0.014
-0.286,-0.098,-0.029
0.010,-0.376,-0.048
0.264,-0.049,0.068
-0.090,0.278,0.040
0.058,0.373,-0.051
-0.009,-0.034,0.075
-0.242,-0.255,-0.044
0.077,0.098,-0.017
-0.033,0.021,0.069
-0.038,-0.002,-0.119
0.208,0.016,0.217
0.046,-0.055,0.088
-0.141,0.190,-0.355
-0.083,-0.040,-0.031
0.312,-0.125,0.049
0.215,0.202,-0.033
-0.256,-0.036,0.023
0.031,-0.161,-0.025
0.134,0.065,0.132
-0.203,0.094,0.165
0.060,0.202,-0.135
0.103,0.113,-0.102
-0.031,-0.093,0.151
0.343,0.119,0.024
-0.027,0.141,-0.140
-0.368,-0.089,-0.045
0.091,-0.156,0.053
0.021,0.024,-0.040
-0.244,0.070,-0.011
-0.072,-0.113,-0.010
0.310,0.047,-0.023
-0.044,0.093,0.241
-0.626,0.044,-0.100
0.009,-0.095,-0.252
0.445,-0.286,0.188
-0.044,0.215,-0.052
-0.157,0.262,-0.018
0.161,-0.234,0.154
0.239,0.065,-0.227
-0.038,0.334,-0.052
-0.178,-0.035,0.090
0.178,-0.234,-0.089
0.121,-0.094,0.038
-0.266,0.068,-0.034
-0.054,-0.003,-0.045
0.177,-0.106,0.080
0.186,0.064,-0.075
-0.119,0.136,-0.042
-0.259,-0.049,0.057
0.279,-0.244,-0.066
0.236,-0.191,0.119
-0.264,0.166,0.098
-0.305,0.261,-0.204
-0.106,-0.136,-0.005
0.312,-0.157,-0.058
0.288,-0.005,-0.062
-0.181,0.028,0.091
-0.050,0.176,-0.068
0.017,-0.136,-0.031
-0.105,0.043,-0.049
-0.084,0.268,0.068
-0.019,-0.218,-0.066
0.272,-0.199,-0.048
-0.051,-0.043,0.099
-0.270,0.157,-0.156
0.206,0.034,0.148
0.248,-0.225,-0.010
-0.085,-0.106,-0.016
-0.044,-0.011,0.223
0.240,0.261,-0.061
0.053,0.036,-0.061
-0.097,-0.075,-0.288
-0.009,-0.018,-0.018
0.163,-0.023,0.069
0.034,0.177,-0.102
-0.234,-0.256,0.038
0.157,-0.064,-0.149
0.022,0.229,0.085
-0.144,-0.295,0.106
0.097,-0.349,0.074
0.036,0.084,-0.104
-0.032,0.252,-0.140
-0.277,-0.028,0.152
-0.145,0.076,-0.191
0.120,-0.098,0.126
0.126,-0.237,-0.025
0.044,0.249,-0.345
0.009,-0.010,0.179
0.139,-0.189,-0.016
-0.032,-0.124,0.054
0.012,0.077,0.016
0.278,0.372,-0.211
0.233,-0.123,0.107
-0.015,-0.046,0.047
-0.248,0.049,-0.066
-0.077,-0.473,-0.129
0.272,-0.261,-0.042
0.232,0.001,0.101
-0.233,-0.052,0.137
-0.336,-0.004,0.045
-0.043,0.222,-0.300
0.063,0.252,0.039
0.305,-0.126,0.239
0.354,-0.309,-0.234
-0.063,-0.220,-0.196
-0.360,0.323,0.040
-0.286,0.818,0.042
0.220,0.239,-0.061
0.624,-0.934,0.019
0.507,-1.035,0.120
0.111,0.483,-0.167
-0.216,1.113,-0.148
-0.034,0.215,0.099
0.381,-0.196,0.176
0.381,-0.467,0.179
0.182,-0.410,-0.305
-0.099,0.173,-0.394
-0.482,0.475,0.104
-0.679,0.713,0.214
-0.873,-0.119,0.147
-0.187,-1.281,-0.044
0.751,-0.703,-0.107
-0.280,0.574,-0.233
-1.363,0.271,-0.040
-0.393,-0.943,0.349
0.780,-0.157,-0.281
0.265,0.695,-0.192
-0.677,-0.165,0.155
0.019,-0.081,-0.065
1.081,0.280,0.264
0.898,-0.247,-0.073
0.074,-0.651,0.039
0.054,-0.107,0.304
1.144,0.847,-0.230
0.961,0.452,-0.078
-0.168,-0.064,-0.066
0.463,0.221,0.033
0.978,0.453,-0.020
-0.685,0.471,-0.378
-1.418,-0.339,-0.088
0.143,-1.070,-0.028
0.727,-0.151,-0.138
-0.852,1.009,0.028
-1.544,0.067,0.226
0.355,-1.194,0.005
0.699,-0.777,-0.109
-1.276,0.070,0.098
-0.993,0.414,0.024
0.720,-0.097,-0.049
0.751,-0.667,-0.210
-0.511,-0.524,-0.050
-0.175,0.196,0.309
1.496,1.064,0.190
1.046,0.641,0.103
-0.246,-0.614,0.065
0.162,-0.453,-0.082
0.664,0.526,-0.138
0.061,0.429,-0.169
-0.203,-0.285,-0.048
0.288,-0.426,-0.077
0.639,0.153,-0.304
-0.058,0.030,-0.163
-0.839,-0.604,-0.114
-0.349,-0.224,0.085
-0.329,0.113,0.267
-0.638,-0.206,0.050
-0.104,-0.632,0.213
0.170,-0.069,0.032
-0.165,0.820,-0.143
-0.280,0.260,-0.123
0.394,-0.339,-0.203
0.489,-0.432,0.171
-0.080,-0.041,0.008
-0.120,0.202,-0.205
0.220,-0.304,-0.055
0.573,0.087,-0.025
0.302,0.688,0.059
-0.057,0.543,0.030
0.068,-0.141,0.069
0.285,-0.434,0.082
0.137,0.221,0.122
-0.180,0.197,-0.006
-0.189,-0.370,-0.048
-0.312,-0.198,0.045
-0.350,0.376,-0.087
-0.277,-0.046,0.180
-0.128,-0.844,0.051
0.216,-0.418,-0.307
0.156,0.205,0.002
-0.096,0.324,0.018
0.036,-0.048,0.004
0.406,-0.540,0.184
0.525,-0.268,0.046
0.237,-0.227,0.053
0.078,-0.548,-0.082
0.063,-0.415,-0.186
-0.316,-0.062,0.032
-0.320,0.129,-0.062
-0.166,-0.498,-0.002
-0.284,-0.635,0.148
0.167,0.352,0.021
0.173,0.853,-0.090
-0.456,0.637,-0.087
-0.324,0.022,0.004
0.132,-0.176,0.021
0.103,0.299,0.007
-0.100,0.519,0.006
-0.070,0.083,0.181
0.404,-0.214,-0.003
0.639,0.213,-0.344
0.025,0.335,-0.146
-0.107,0.150,-0.247
0.489,-0.115,-0.440
0.721,-0.534,-0.338
0.298,-0.573,0.087
-0.429,-0.536,0.701
-0.352,-0.258,0.744
-0.048,0.008,0.658
-0.473,-0.105,0.220
-0.350,-0.220,-0.045
0.195,-0.484,0.488
0.040,-0.080,-0.016
-0.263,0.465,-0.647
-0.118,-0.019,-0.231
0.218,-0.005,-0.173
0.096,0.681,-0.218
0.028,0.382,0.168
0.568,-0.258,-0.100
0.452,0.255,-0.649
-0.227,0.215,0.350
-0.165,-0.646,0.608
-0.097,-0.379,-0.054
-0.414,-0.678,0.608
-0.020,-0.623,-0.268
0.183,0.376,-0.229
-0.288,-0.216,0.848
-0.049,0.042,-0.838
-0.085,0.083,-0.270
-0.360,-0.720,0.194
0.325,0.615,-0.829
0.127,0.313,0.571
-0.181,-0.224,-0.277
0.204,0.616,-0.382
-0.070,-0.375,1.184
0.839,0.042,0.252
1.520,0.667,0.190
0.472,0.232,-0.318
-0.484,0.786,-0.694
-1.225,0.270,0.449
-0.261,-0.427,0.411
0.550,-0.823,-0.414
-0.643,-0.835,-0.606
-0.851,0.018,0.183
-0.711,0.013,-0.029
-0.513,-0.582,0.325
1.066,-0.513,0.281
1.117,0.084,-0.783
0.074,0.006,0.615
0.190,-0.029,0.427
-0.472,0.160,-0.239
-0.146,0.300,0.346
1.074,0.751,-0.226
0.769,0.111,0.162
0.449,-0.595,0.316
-0.654,-0.717,-0.021
-1.170,-0.301,-0.565
-0.288,0.465,-0.670
0.326,-0.259,0.468
0.718,-0.269,0.342
-0.458,0.740,0.174
-0.870,0.473,0.017
0.247,0.168,-0.429
0.016,0.177,-0.059
0.129,0.131,-0.037
0.486,-0.218,0.081
-0.781,-0.450,0.110
-1.375,-0.189,0.357
-0.166,-0.623,0.340
0.893,-0.716,-0.519
1.248,-0.200,-0.085
0.996,0.107,0.093
0.106,0.485,0.083
-0.288,0.077,0.390
0.193,-0.192,-0.566
0.308,0.231,-0.217
-0.178,0.367,-0.007
0.052,0.323,-0.562
0.100,-0.486,0.301
-0.364,-0.694,0.205
-0.368,0.394,0.363
-1.100,0.450,0.576
-0.943,-0.204,-0.196
0.654,-0.206,-0.028
0.866,0.260,-0.108
0.408,0.403,-0.239
0.221,0.367,-0.150
-0.246,0.193,0.223
-0.864,-0.148,0.134
-1.194,0.061,-0.111
-0.205,-0.654,0.618
1.257,-0.757,-0.321
0.683,0.601,-0.259
-0.585,0.254,0.269
-0.472,-0.345,-0.481
0.031,-0.497,0.605
0.687,-0.494,0.191
0.227,0.303,-0.637
-0.359,0.565,-0.139
0.386,0.025,-0.318
-0.234,-0.415,-0.157
-0.668,0.156,-0.019
0.510,0.211,0.158
0.960,0.003,0.004
-0.291,0.428,0.139
-1.143,-0.082,0.242
0.045,-0.334,0.026
0.491,0.124,0.002
0.060,0.241,-0.397
-0.208,-0.518,0.898
-0.384,-0.467,0.503
-0.108,0.823,-0.800
0.166,0.226,0.707
0.628,0.052,-0.225
0.063,0.796,-0.808
-0.446,-0.368,0.378
0.219,-0.604,-0.611
-0.043,0.058,-0.285
-0.082,-0.036,0.214
0.429,0.294,-0.556
-0.179,0.373,0.189
-0.411,-0.046,0.708
0.109,-0.495,0.264
-0.164,-0.801,0.867
-0.331,-0.024,0.482
-0.216,1.261,-1.378
-0.448,0.871,-0.524
0.355,0.065,0.067
0.310,0.347,-0.722
-1.010,0.210,0.393
0.070,0.361,0.338
0.988,-0.225,0.225
0.105,-1.457,0.350
-0.142,-0.838,-0.171
-0.091,-0.156,0.516
0.443,0.942,-0.169
0.028,1.409,-0.273
-0.860,-0.280,0.434
0.285,-0.647,-0.285
0.579,-0.289,-0.306
-0.121,0.372,-0.378
-0.204,1.116,-0.020
-0.735,-0.243,0.215
0.058,-1.197,-0.132
0.613,-0.914,0.537
-0.600,-0.024,0.429
-0.016,1.095,-0.307
0.698,0.501,-0.715
-0.254,-0.435,-0.209
-0.571,-0.045,0.331
-0.617,0.285,-0.123
-0.332,-0.028,0.278
0.358,0.717,0.451
0.093,0.979,0.295
0.108,0.127,0.213
0.181,0.674,-0.419
-0.293,0.021,-0.465
0.145,-1.086,-0.766
-0.040,-0.416,-0.707
-0.154,-0.424,0.142
0.722,-0.186,0.255
0.207,0.550,0.524
0.124,0.946,1.034
0.825,0.615,0.731
0.167,-0.670,0.160
-0.665,-0.568,-0.098
-0.621,0.031,-0.438
-0.081,-0.432,-0.765
-0.155,0.012,-0.696
-1.044,0.772,-0.273
-0.991,-0.158,0.143
0.279,-0.822,0.247
0.127,0.071,-0.225
-0.462,0.443,-0.134
0.587,-0.170,1.127
0.573,-0.026,0.180
-0.368,0.579,-0.285
-0.458,-0.139,1.268
0.091,0.043,-0.288
0.283,1.084,-0.711
-0.089,-0.022,0.009
0.553,-0.611,-0.682
0.125,0.499,0.353
-0.959,0.949,-0.057
-0.068,-0.416,-0.168
0.378,-1.192,0.522
0.054,0.498,-0.211
0.016,0.171,0.346
0.528,-0.808,0.063
0.969,0.500,-0.324
-0.367,0.532,-0.245
-1.319,-0.019,-0.240
-0.484,-0.136,0.423
0.287,0.049,0.116
0.107,0.621,0.641
-0.405,0.289,0.191
-0.172,-0.030,-0.680
0.470,-0.244,0.185
0.212,-0.279,-0.062
0.015,0.262,-0.442
0.503,-0.201,-0.899
-0.074,-1.431,0.236
-0.589,-0.651,1.624
-1.076,1.256,-0.555
-0.836,0.338,-0.325
1.497,-0.701,1.378
1.100,1.447,-0.534
-1.020,1.153,-0.412
-0.806,-1.738,0.622
0.511,-0.509,-0.990
0.607,0.854,-0.173
-1.020,-0.687,0.276
-0.976,-0.337,-0.349
0.269,0.531,1.094
0.674,0.465,0.265
0.144,0.084,0.047
-0.788,-0.339,0.710
0.809,0.452,-0.582
1.650,0.178,0.167
-0.712,0.082,0.425
-1.429,1.033,-0.557
-0.307,-0.548,-0.887
0.527,-1.006,-0.970
-0.028,0.805,0.407
-0.808,0.738,0.150
0.831,-0.523,-0.089
0.867,-1.322,0.956
-1.140,0.175,-0.271
-1.149,0.772,-0.202
-0.093,-1.027,-0.031
1.316,0.215,-0.483
0.761,0.986,0.978
-0.538,-0.201,0.007
0.598,0.130,-0.480
-0.291,-0.355,0.448
-2.141,0.224,-1.007
-0.933,0.768,0.449
1.037,-1.010,2.028
2.017,-0.114,-0.977
0.073,0.328,-0.600
-1.542,-1.327,1.723
0.270,0.432,-0.178
0.232,1.097,-0.640
0.456,-0.660,0.164
1.474,0.093,-0.865
-1.007,0.566,-0.139
-1.359,-0.194,0.614
-0.089,-0.293,-0.143
-0.193,-0.344,0.159
1.310,-0.765,1.020
1.178,-0.307,0.089
-0.760,1.859,-1.254
-1.142,0.923,-0.098
-1.265,-1.503,-0.094
-1.091,0.633,-0.966
0.580,0.600,0.628
2.815,-1.993,0.400
0.884,0.432,-1.004
-3.509,2.437,-0.659
-0.874,-0.363,0.023
3.037,-2.013,0.504
0.251,0.167,0.073
-1.361,1.029,-0.767
0.266,-1.193,-0.323
0.638,-1.306,1.626
-0.212,1.436,1.259
-1.154,0.933,-0.530
0.040,-2.269,-0.048
1.418,-0.209,-0.741
-0.742,2.141,-0.259
-1.877,-0.955,2.046
0.135,-1.213,0.201
0.850,0.748,-1.092
0.259,-0.286,0.540
0.691,-1.353,-0.038
1.832,-2.687,-0.500
1.669,-3.919,0.590
-0.418,-1.676,-0.378
-1.962,0.364,-1.613
-0.573,-1.024,0.049
1.683,-0.461,1.064
1.809,3.272,-0.137
1.867,4.862,-0.221
3.730,6.734,-0.917
3.838,9.116,-1.650
0.743,5.204,-1.529
-1.981,-0.399,-1.782
-3.622,-1.677,1.440
-3.593,-1.267,3.648
-3.587,-1.510,2.708
-6.567,-1.482,2.241
-6.296,0.123,-0.468
-0.551,-0.628,-2.128
3.463,-4.029,-0.955
1.960,-3.824,0.114
-0.744,0.117,0.440
-0.163,1.477,-0.414
0.709,0.045,-1.631
-0.341,0.489,-2.565
-0.076,-1.023,-1.108
3.073,-5.612,1.498
3.069,-6.989,2.961
-2.799,-6.581,3.463
-5.059,-6.611,1.797
0.161,-3.039,0.800
4.188,3.860,0.771
3.577,8.076,-0.197
3.981,8.501,-0.485
5.185,7.972,-1.445
2.007,5.854,-2.116
-3.458,2.945,-1.803
-5.710,1.889,-2.122
-3.926,1.560,-1.417
0.040,0.532,-0.594
3.919,-1.643,0.077
5.140,-3.841,1.255
3.014,-2.071,1.374
-0.880,1.318,1.155
-3.883,-0.800,0.538
-5.116,-4.934,-1.116
-5.000,-3.937,-1.431
-2.401,-2.035,0.483
1.127,-2.661,0.965
1.482,-2.057,0.008
0.760,-0.673,0.723
3.122,-0.033,0.868
3.349,0.328,0.309
-1.610,-0.082,0.884
-3.655,0.027,0.293
0.748,1.882,-0.701
4.736,3.267,-0.402
3.008,2.670,-1.219
-0.001,1.482,-1.343
0.402,-0.262,1.024
1.588,-1.632,1.200
-0.159,-1.751,0.809
-5.010,-0.836,1.178
-6.982,3.004,-1.373
-3.141,4.584,-2.427
0.568,1.649,-1.987
0.896,0.514,-2.550
-0.055,-1.808,-0.862
-0.299,-4.205,0.435
-2.313,-2.485,1.362
-5.146,-2.211,2.415
-1.521,-2.992,1.359
5.443,-2.738,0.746
9.110,-0.565,-0.290
8.513,3.528,-1.153
4.528,4.990,-0.606
1.819,5.585,-0.559
0.389,5.388,0.209
-2.243,1.718,0.630
-4.633,-1.409,0.708
-4.809,-1.699,2.228
-1.793,-0.425,2.604
0.863,-0.374,0.578
-0.064,-2.982,-1.375
-1.389,-3.222,-1.718
-0.832,1.304,-1.716
-1.094,3.825,-2.085
-1.891,1.577,-1.732
-1.111,0.020,-0.059
1.139,-0.560,1.142
3.965,-3.121,0.122
4.039,-5.406,-0.066
1.191,-5.669,1.895
-0.633,-4.165,2.814
-0.318,-2.635,2.899
0.288,-2.624,2.129
-0.640,-1.527,0.119
-1.542,0.990,-0.733
-0.788,2.542,-1.795
-0.624,1.799,-3.053
-0.737,-0.756,-2.304
0.427,-0.843,-2.059
-0.197,2.152,-1.273
-3.228,2.937,1.019
-4.607,1.965,1.161
-4.173,4.140,1.139
-3.663,7.174,0.974
-1.277,5.769,-0.558
2.462,1.728,-0.473
4.810,-0.373,-0.614
4.288,-1.188,-1.051
2.056,-0.517,-0.928
1.213,2.573,-1.146
1.232,4.102,-0.082
1.062,2.700,0.774
1.211,-1.358,0.829
2.757,-6.183,1.634
4.468,-6.941,1.944
3.269,-4.387,0.826
0.795,-3.578,0.605
0.215,-4.893,1.353
1.232,-3.355,0.503
-0.210,0.916,-0.706
-2.677,3.225,-1.084
-2.511,2.275,-0.824
-2.285,1.363,-0.587
-2.860,1.659,-0.418
-4.128,-0.102,0.036
-4.333,-1.369,-0.296
-3.016,-0.843,-0.255
-2.279,-0.920,-0.412
-1.653,-0.101,-1.086
-1.589,1.289,-0.462
-0.576,2.410,-0.334
0.897,2.247,-0.561
1.525,0.574,0.324
3.242,-0.024,0.605
4.198,0.171,-0.033
4.596,0.043,0.188
5.772,0.183,0.241
4.509,0.114,-0.568
1.036,-1.237,0.294
-0.519,-2.772,1.515
-0.746,-2.344,1.911
-2.565,-0.479,2.432
-3.890,1.325,1.744
-3.072,2.317,0.797
-2.307,2.662,-0.462
-2.453,3.058,-2.137
-2.330,2.137,-2.662
-1.227,0.516,-3.005
-0.212,0.153,-2.306
-0.043,0.071,-0.795
-1.188,-0.364,0.175
-2.807,-1.220,1.242
-2.316,-1.698,2.053
-0.850,-1.430,2.237
0.948,-1.881,1.820
3.476,-2.573,1.108
4.222,-1.491,0.035
3.308,0.204,-0.738
3.492,-0.095,-1.881
5.505,-1.975,-2.894
5.779,-3.066,-2.105
3.549,-1.315,-2.270
1.826,-0.098,-1.631
0.367,-1.521,0.541
-2.003,-1.263,1.084
-4.749,0.614,1.974
-4.833,1.542,2.989
-2.467,1.231,2.497
-0.650,1.365,1.514
-0.654,2.305,1.030
-2.328,2.788,0.069
-2.795,3.751,-0.906
-2.409,4.063,-0.327
-2.499,3.841,-0.587
-1.179,3.646,-1.004
1.660,0.976,0.018
3.029,-2.211,0.216
1.163,-2.656,-0.381
-0.765,-1.455,-0.452
0.196,-1.410,-0.130
