NS,EW,UD
-0.710,-0.865,0.540
-0.978,-0.240,0.470
-0.442,0.076,0.286
-0.254,-0.523,0.097
-0.376,-0.266,0.196
-0.605,0.165,0.356
-1.117,0.321,0.161
-0.529,0.073,0.406
-0.234,-0.396,0.372
-0.462,-0.161,0.239
-0.868,-0.308,0.508
-1.572,-0.267,0.193
-1.344,-0.634,0.298
-0.760,-1.476,0.314
-1.123,-1.234,0.148
-1.939,-0.862,-0.008
-1.499,-0.479,-0.590
-0.530,-0.848,0.013
-0.928,-1.176,0.126
-1.702,-0.377,-0.152
-1.165,-0.760,0.499
-0.058,-1.164,0.182
-0.031,-0.597,0.334
-0.445,-0.493,0.914
-0.008,-0.457,0.724
0.430,-0.711,0.642
0.258,-0.720,0.286
0.183,-0.548,0.391
0.246,-0.546,0.324
0.576,0.168,0.065
0.503,0.342,0.447
-0.344,0.541,0.213
-0.547,1.042,0.387
-0.169,0.982,0.516
-0.384,0.924,0.583
-1.084,0.412,1.050
-1.111,0.890,0.391
-0.899,1.378,0.613
-0.870,0.475,0.654
-0.347,0.300,-0.038
-0.176,-0.186,0.517
-0.096,-0.401,0.032
0.516,0.113,-0.100
0.902,-0.554,0.502
1.356,-0.636,0.469
1.672,-0.300,0.656
1.655,-0.252,-0.143
1.835,-0.337,0.302
1.452,-0.662,0.645
1.143,0.165,-0.383
1.363,-0.277,0.268
1.383,-0.802,-0.247
1.128,0.292,-0.345
0.507,-0.125,0.472
0.776,-0.175,-0.072
0.852,0.238,0.360
-0.298,0.352,0.161
-0.513,0.969,-0.004
-0.199,0.388,0.529
-0.523,-0.362,0.657
-0.889,0.153,0.947
-1.156,1.162,0.281
-0.953,1.631,0.262
-0.139,1.662,0.617
-0.411,1.462,0.027
-0.878,1.069,0.381
-0.413,0.860,0.669
-0.454,1.041,-0.221
-0.567,1.355,0.137
-0.666,0.607,0.873
-0.486,0.122,0.022
-0.484,0.478,0.361
-0.868,0.201,0.729
0.049,0.148,0.158
0.343,0.192,0.983
0.004,0.234,0.958
0.435,0.385,0.408
0.200,-0.168,0.471
0.328,-0.305,0.306
0.506,-0.131,0.384
-0.344,-0.191,0.124
-0.623,-0.122,0.345
-0.474,-0.431,0.620
-0.531,-0.251,0.522
-0.766,0.607,0.646
-1.069,0.713,0.371
-1.137,0.195,0.684
-1.318,0.101,0.620
-1.393,-0.047,0.177
-0.926,-0.395,0.332
-0.608,0.047,-0.034
-0.983,0.528,-0.214
-1.238,0.305,-0.041
-1.309,-0.044,0.076
-1.311,0.430,-0.267
-0.838,0.721,-0.162
-0.490,-0.336,0.333
-0.083,-0.636,-0.365
0.165,-0.674,0.099
-0.161,-0.913,0.423
-0.132,0.211,-0.339
0.211,0.384,0.349
0.649,-0.012,-0.015
0.839,0.753,-0.502
0.764,0.484,0.128
1.419,-0.077,-0.425
1.467,0.184,-0.571
0.347,0.540,-0.531
0.462,0.855,-0.751
0.793,0.088,-0.243
0.205,-0.509,-0.311
0.618,-0.421,-0.264
0.931,-0.272,-0.230
0.226,0.922,-0.764
-0.124,0.776,-0.337
0.367,-0.372,-0.066
1.198,0.141,-0.416
1.056,0.873,-0.414
0.944,0.887,-0.450
1.702,0.031,-0.169
1.302,-0.371,0.244
0.235,0.190,-0.148
0.337,-0.112,-0.207
0.931,-0.463,0.351
1.507,0.104,0.302
1.609,0.024,0.486
1.485,-0.749,0.191
1.952,-0.983,-0.395
1.064,-1.208,-0.133
-0.343,-0.980,-0.336
-0.515,-0.998,0.154
-0.554,-1.653,0.485
-0.548,-1.283,0.084
-1.178,-1.230,0.221
-1.389,-1.359,-0.106
-0.889,-1.446,0.156
-1.300,-1.871,0.113
-1.245,-1.297,-0.082
-0.818,-0.799,0.536
-0.751,-0.410,0.020
-0.443,0.209,0.041
-0.408,0.401,0.330
-0.465,0.626,-0.165
-0.058,0.397,-0.123
0.357,0.045,-0.396
0.130,0.306,-0.392
-0.338,0.656,-0.098
-0.055,0.736,-0.111
0.306,0.550,0.136
0.020,0.898,-0.158
0.364,1.359,-0.136
1.046,1.152,0.505
0.271,1.313,0.149
-0.442,1.693,-0.454
0.284,1.203,-0.188
0.802,0.635,-0.091
0.616,1.095,-0.295
-0.006,1.032,-0.114
-0.137,0.344,-0.124
0.176,0.549,0.048
-0.151,1.040,0.124
0.031,0.931,0.252
0.235,-0.178,0.849
0.022,0.153,0.446
-0.494,1.245,0.257
-1.269,0.048,0.406
-0.633,-0.484,-0.054
-0.138,-0.087,-0.022
-0.751,-0.618,0.146
-0.996,-0.800,0.100
-0.633,-0.677,0.424
-0.402,-0.615,0.656
-0.518,-0.230,0.211
-0.261,-0.481,0.394
0.239,-0.582,0.207
0.816,0.054,-0.419
0.443,-0.369,-0.202
-0.123,0.279,-0.620
-0.340,1.124,-0.169
-0.709,0.569,0.150
0.252,0.676,-0.569
0.644,-0.006,-0.673
0.255,-0.001,-0.924
0.049,0.834,-0.595
-0.509,0.612,-0.568
-0.358,0.682,-0.490
-0.479,1.018,-0.305
-0.652,1.251,-0.137
-0.584,0.408,0.472
-0.623,-0.403,-0.928
-0.152,-0.972,-0.620
0.271,-1.741,0.413
0.705,-0.357,-0.885
0.941,0.243,-0.078
1.209,-0.611,-0.155
1.339,0.011,-1.086
0.587,-0.069,-0.116
0.091,-0.539,-0.719
-0.139,-1.047,-0.909
-0.545,-2.386,-0.290
-0.793,-2.448,-0.248
-1.492,-2.720,0.729
-1.744,-2.868,0.386
-0.485,-1.181,-0.350
0.301,-0.326,0.121
-0.119,0.023,-0.316
0.271,0.528,-0.384
1.328,0.068,-0.659
1.088,0.087,-1.428
-0.300,0.480,-0.266
-0.683,0.449,-0.326
0.684,0.325,-0.917
1.150,-0.915,0.169
0.966,-1.161,-0.011
1.289,-0.181,0.267
0.767,-0.534,0.350
1.275,-0.549,-0.168
1.624,-0.370,0.449
0.908,0.028,0.055
1.689,0.771,-0.066
2.419,0.413,-0.283
1.547,-0.055,-0.639
0.159,-0.060,-0.398
-0.196,-0.298,-0.589
-0.149,-0.594,-0.257
-0.210,-0.189,-0.036
-0.540,-0.630,0.658
-0.406,-0.845,0.592
0.684,-0.157,-0.102
1.090,-0.042,0.335
1.001,1.189,-0.311
-0.546,1.906,-0.539
-1.303,0.824,0.036
-0.350,0.006,-0.116
-1.466,0.631,0.122
-2.664,1.708,-0.049
-2.057,1.651,-0.401
-1.383,1.090,0.211
-1.454,0.696,0.119
-1.357,0.990,-0.182
-0.774,1.270,0.170
-0.025,0.730,0.034
-0.148,0.179,0.259
-1.052,0.093,0.244
-0.692,-0.271,-0.054
-0.259,-0.590,-0.048
-0.322,0.000,-0.237
-0.762,0.060,0.146
-1.094,0.277,-0.073
-0.332,0.719,-0.094
-0.221,0.431,0.211
0.010,0.659,-0.229
0.636,-0.085,0.495
0.551,-1.279,0.368
0.531,-1.316,-0.434
0.101,-1.175,-0.341
-0.270,-0.377,-1.174
0.083,-0.234,-1.045
0.349,-0.809,-0.388
0.262,-0.357,-0.773
-0.162,-0.265,-0.684
-0.087,-0.778,-0.431
0.786,-0.815,-0.004
0.815,-0.392,0.146
0.165,-0.473,-0.040
0.432,-0.866,0.108
0.443,-0.015,-0.431
-0.288,0.643,-0.641
-0.163,-0.063,-0.539
0.665,-0.036,-1.379
0.951,0.644,-1.257
0.376,0.893,-0.886
0.320,1.700,-1.269
0.553,1.693,-0.568
0.102,0.523,-0.310
-0.096,0.496,-0.740
-0.611,0.748,-0.380
-1.040,0.262,-0.222
-0.983,-0.942,-0.262
-1.562,-1.795,-0.523
-1.551,-1.615,-0.483
-0.527,-1.533,-0.546
0.529,-0.721,-1.089
1.000,-0.339,-0.408
1.177,-0.726,-0.221
1.328,0.054,-0.538
0.889,0.805,0.005
1.139,0.813,0.205
2.008,-0.145,0.227
1.673,-0.868,-0.140
0.616,-0.288,-0.554
0.610,-0.074,-0.650
1.054,0.026,-0.478
0.261,0.526,-0.158
-0.545,0.691,-0.450
-0.764,0.797,-0.282
-0.604,1.238,-0.096
0.077,1.238,-0.406
0.212,0.624,-0.264
-0.347,-0.199,-0.530
-0.911,-1.023,-0.941
-0.805,-1.045,-0.751
-0.278,-1.174,-0.425
-0.032,-1.702,-0.246
-0.132,-1.141,-0.163
-0.351,-0.537,0.013
0.274,-0.474,-0.147
1.311,-0.545,-0.117
0.951,-1.134,0.070
0.023,-0.527,-0.137
0.149,0.667,0.229
0.819,0.891,-0.093
0.848,0.946,-0.720
0.202,0.121,-0.336
0.384,-0.529,-0.394
0.309,-0.259,-0.203
-1.157,0.545,-0.042
-1.917,1.643,-0.237
-1.473,1.131,0.066
-0.697,0.160,0.051
-0.633,0.060,-0.329
-0.724,0.010,-0.190
-0.267,-0.299,0.373
-0.464,-0.132,-0.213
-1.148,0.108,-0.141
-1.326,-0.485,0.545
-0.437,0.256,-0.386
-0.240,1.377,-0.167
-1.258,1.089,-0.059
-1.102,0.331,-0.691
-0.225,-0.275,-0.092
-0.136,0.456,-0.037
-0.431,0.911,-0.068
0.550,0.915,-0.220
1.596,1.051,-0.011
0.565,0.366,0.669
-0.371,1.288,0.389
-0.371,2.165,0.517
-0.256,1.078,0.220
-0.307,0.625,-0.047
-0.840,0.269,0.688
-1.071,0.009,0.594
-1.313,0.917,0.666
-1.511,1.469,1.141
-1.010,0.466,0.786
-0.235,-1.272,0.327
0.507,-2.454,0.311
0.817,-2.101,-0.132
0.428,-0.857,-0.433
0.244,-0.969,0.463
0.971,-1.530,0.671
1.154,-0.975,-0.004
0.627,-0.593,0.135
0.597,-0.695,0.150
1.142,-1.218,0.112
1.670,-2.243,0.761
0.800,-1.770,0.278
-0.640,-0.255,-0.181
-1.066,0.644,0.049
-0.438,1.547,-0.344
0.318,0.744,0.450
0.157,0.252,0.315
-0.329,1.707,-0.516
-0.991,1.064,0.172
-1.035,0.371,-0.561
0.013,0.443,-0.223
0.752,-0.528,1.086
0.883,-0.451,0.425
0.721,-0.103,0.753
0.458,-0.195,1.226
-0.060,0.101,0.387
-0.153,0.186,0.150
0.819,-0.280,0.652
1.664,-0.392,0.472
1.428,0.370,-0.351
1.247,0.801,-0.144
1.645,0.713,0.061
1.156,0.957,-0.182
0.593,0.952,0.517
0.542,0.095,0.156
0.716,-0.766,-0.441
0.902,-0.962,0.371
-0.025,-0.362,0.063
-0.357,-0.070,0.116
0.501,-0.435,0.281
0.941,0.093,-0.442
0.188,0.673,0.165
-0.642,1.140,0.142
0.325,1.029,0.325
0.683,-0.550,0.584
-0.389,-0.758,-0.183
-0.432,-0.289,0.440
0.320,-0.296,0.081
0.489,0.023,-0.247
0.117,-0.211,0.379
0.616,0.266,-0.256
1.247,0.799,-0.270
0.806,0.423,-0.127
0.048,0.044,0.008
-0.832,-0.577,0.214
-1.124,-0.759,0.174
-0.354,-1.101,0.449
0.139,-1.275,-0.078
-0.497,-0.378,-0.087
-1.143,-0.149,0.079
-0.931,-0.754,-0.323
-0.648,-1.086,-0.016
-1.118,-0.688,-0.275
-1.810,-0.174,-0.285
-1.467,-0.237,0.473
-0.969,-0.428,0.034
-0.912,-0.475,-0.599
-0.749,-0.363,-0.433
-0.609,-0.347,-0.526
-0.024,-0.462,-0.651
-0.242,-0.576,-0.205
-0.865,-1.015,-0.021
-0.120,-1.127,-0.168
-0.153,-0.706,0.178
-1.139,-0.556,0.332
-0.915,-0.202,0.164
-0.252,0.167,0.320
-0.180,0.566,0.239
-0.107,1.008,0.456
0.246,1.073,0.360
0.505,1.375,-0.306
-0.016,0.475,-0.022
-0.400,-0.417,-0.045
-0.053,-0.031,0.134
-0.286,-0.036,0.532
-0.397,0.607,-0.036
-0.283,0.602,0.337
0.019,0.197,0.783
1.021,1.096,0.351
1.270,1.031,0.006
1.168,0.391,0.005
1.157,0.395,0.293
0.653,0.844,0.358
0.739,1.053,0.486
1.647,0.105,0.487
1.964,-0.465,0.327
1.549,0.353,0.260
1.110,0.683,0.368
1.136,0.477,0.673
1.434,1.328,0.923
0.725,1.931,0.954
0.397,1.603,0.426
0.725,0.790,0.117
0.256,0.021,-0.055
-0.567,0.048,0.054
-2.083,0.195,0.381
-2.179,0.611,0.181
-0.887,0.222,0.389
-0.848,-1.000,0.220
-0.931,-1.569,0.396
-0.902,-1.799,0.871
-1.004,-1.115,0.350
-1.505,-0.354,0.601
-2.106,0.134,0.377
-0.726,0.628,0.081
1.517,-0.235,1.032
1.905,-1.071,0.617
0.636,-0.513,0.084
-0.457,0.171,0.828
-0.563,0.475,0.451
-0.232,-0.135,-0.167
-0.291,-1.718,0.270
-0.366,-1.218,-0.162
-0.785,1.266,-0.426
-1.262,2.498,-0.112
0.141,2.043,-0.509
1.025,0.117,-0.170
0.259,-0.851,-0.071
-0.182,-0.109,-0.523
-1.145,-0.753,-0.748
-1.319,-1.366,-1.035
-0.328,-0.886,-0.233
0.016,-0.481,-0.019
0.748,0.042,-0.018
1.763,-0.582,0.582
2.333,-0.864,0.082
1.906,-0.248,0.453
1.232,-0.331,0.752
2.333,0.117,0.164
2.532,-0.269,0.006
0.976,-0.953,-0.532
0.475,-0.352,-0.720
0.247,-0.365,-0.802
-0.338,-0.926,-0.414
-0.635,-1.408,-0.148
-0.454,-1.478,-0.313
0.491,-1.778,0.153
1.146,-1.959,-0.293
0.226,-0.622,0.062
-0.732,0.996,0.478
-0.175,1.142,-0.029
0.597,-0.128,0.618
0.497,0.168,0.174
-0.194,1.593,-0.757
0.343,0.737,-0.523
1.331,-0.521,-0.018
0.639,-0.358,0.217
0.222,-0.651,0.240
1.090,-0.676,0.375
1.644,0.397,-0.126
0.844,0.698,0.047
-0.013,0.352,0.608
-0.191,-0.060,0.475
-0.505,-0.479,0.933
-0.308,-0.335,0.671
-0.156,0.151,0.217
-0.977,0.426,0.254
-1.564,0.681,-0.103
-2.053,0.812,0.154
-2.787,0.854,0.225
-2.540,0.776,0.712
-1.377,0.533,0.691
-0.053,1.268,-0.146
-0.205,1.115,0.507
-0.977,0.378,-0.230
-0.670,1.100,-0.859
-0.642,1.446,0.185
-0.565,1.157,-0.091
-0.595,0.251,-0.230
-0.265,-0.571,0.203
0.749,-0.214,-0.007
0.615,0.514,-0.195
0.001,0.725,0.402
0.021,0.171,0.107
0.353,-0.569,-0.920
0.347,-1.012,-0.610
-0.065,-0.664,-0.160
-1.068,-0.173,0.077
-1.552,0.071,-0.121
-0.662,-0.147,-0.103
-0.193,-0.928,0.736
-0.074,-0.401,0.384
0.402,0.400,0.427
0.750,-0.193,1.010
0.379,-0.119,0.259
-0.646,0.396,0.136
-0.490,0.229,-0.020
0.691,0.180,-0.410
0.545,-0.017,-0.080
-0.256,0.147,-0.613
-0.643,-0.290,-0.559
-0.663,-1.161,-0.313
0.033,-0.815,-0.268
-0.522,-1.029,0.369
-1.486,-0.584,-0.286
-0.521,-0.272,0.010
0.325,-1.241,0.696
-0.245,-0.372,0.104
-1.151,0.304,0.208
-0.543,0.078,-0.268
0.478,0.270,-0.420
-0.201,0.355,0.060
-0.625,0.602,-0.295
-0.174,0.248,-0.277
-0.114,0.983,-0.169
-0.124,2.507,-0.256
0.041,1.694,-0.128
0.555,0.579,-0.041
1.064,0.932,-0.187
0.067,1.337,-0.327
-1.189,0.921,-0.260
-0.409,-0.341,-0.185
0.759,-0.982,0.134
0.651,-0.261,0.329
0.222,0.187,-0.296
0.959,-0.142,-0.713
1.982,-0.422,0.323
1.279,-0.038,0.491
0.511,0.671,-0.224
0.851,-0.330,0.468
1.442,-1.170,-0.131
1.609,0.294,-0.615
0.641,0.773,-0.049
0.519,-0.059,-0.956
1.172,-0.756,-0.279
0.966,-0.579,0.060
0.913,0.260,-0.845
0.685,-0.219,-0.196
0.540,-0.297,-0.033
0.325,0.381,0.331
-0.370,0.652,0.196
0.393,0.629,-0.340
1.390,-0.047,0.299
0.307,0.409,-0.075
-1.091,1.382,-0.201
-0.989,1.107,0.098
-0.258,0.460,-0.112
-0.123,-0.354,0.077
-0.977,-0.818,-0.081
-1.666,-0.385,-0.235
-1.603,0.083,-0.621
-1.388,0.180,-0.491
-0.929,-0.227,0.358
-0.774,-0.721,-0.118
-0.870,-0.733,-0.161
-1.254,-0.480,-0.184
-1.837,0.100,-0.832
-1.113,0.151,-0.107
0.427,-0.000,0.453
0.431,0.736,-0.042
-0.698,1.461,-0.823
-0.296,0.769,-0.248
1.191,-0.108,0.299
1.652,1.205,-0.072
0.877,1.917,0.483
0.856,1.218,-0.393
1.355,1.214,-0.482
0.700,1.074,0.565
0.582,1.069,-0.264
0.815,0.740,0.006
0.683,0.414,0.241
0.678,0.755,-0.142
-0.004,0.438,0.194
-0.537,0.280,-0.123
-0.153,0.238,-0.007
0.012,-0.114,0.634
-0.286,0.723,0.448
0.296,1.176,-0.053
0.975,0.033,0.101
0.310,-0.207,0.220
-0.544,0.193,0.002
-0.320,-0.457,0.084
0.845,-1.178,-0.077
1.072,-0.684,-0.265
0.133,0.481,-0.089
-0.285,0.266,0.035
0.015,-0.957,-0.059
0.494,-1.194,-0.103
0.161,-0.804,-0.370
-0.301,-0.568,-0.741
0.157,-0.839,0.348
-0.115,-1.402,0.877
-1.065,-0.927,-0.284
-0.834,-0.348,0.304
0.229,-0.726,0.864
0.879,-0.318,0.175
0.100,-0.162,0.746
-1.049,-0.761,0.524
-0.610,-0.044,0.021
0.202,0.612,0.432
0.540,0.659,0.207
-0.169,0.437,0.354
-1.104,-0.034,0.315
0.098,0.080,-0.035
0.859,0.109,-0.138
0.554,0.083,0.056
0.898,-0.230,0.335
0.502,-0.336,-0.320
-0.279,0.198,0.083
-0.499,0.128,0.187
-0.069,-0.047,-0.727
0.440,-0.347,0.181
0.026,-0.349,0.463
-0.260,0.214,0.196
-0.021,0.061,0.789
-0.197,0.152,0.158
-0.237,0.344,0.271
-0.188,-0.086,1.140
-0.102,0.647,0.345
-0.026,0.935,0.153
-0.357,-0.048,0.109
0.008,0.446,-0.117
-0.445,1.065,0.317
-1.305,1.183,-0.180
-0.460,0.851,0.354
-0.167,-0.040,0.487
-0.295,0.494,0.022
-0.366,0.671,0.351
-0.398,0.360,-0.523
0.351,0.223,0.489
0.336,0.014,0.398
0.090,0.255,-0.566
-0.093,-0.874,1.038
-0.090,-0.527,0.136
0.124,0.714,0.313
-0.711,-0.219,0.497
-0.171,-0.478,-0.923
0.817,-0.893,-0.049
0.033,-0.522,-0.723
-0.451,-0.291,0.108
-0.163,-1.796,1.225
0.452,-0.906,0.047
0.462,0.215,-0.052
0.203,-0.222,-0.504
0.741,-0.903,0.476
1.270,-0.927,0.669
0.757,-0.308,0.108
0.334,-0.743,0.609
0.658,-0.561,-0.473
0.285,0.195,-0.694
0.490,0.410,-0.537
0.843,0.075,0.084
0.830,-0.142,0.457
0.767,0.456,-0.821
-0.193,0.171,-0.319
-0.283,-0.161,0.233
-0.252,-0.118,-0.030
-0.247,-0.849,0.137
0.556,-1.144,0.257
0.858,-0.921,0.756
0.388,-0.423,0.438
-1.078,-0.143,-0.241
-1.483,-0.943,-0.657
0.552,-1.353,-0.151
1.399,-1.505,0.982
-0.138,-0.783,-0.212
-0.786,-0.151,-0.242
-0.100,-1.757,0.600
0.492,-0.905,-0.528
-0.076,0.593,0.231
0.229,-0.620,0.160
2.205,-0.658,-0.118
0.919,0.339,1.009
-1.031,0.841,0.094
0.255,-0.477,0.194
2.067,-1.182,0.146
2.555,0.454,-0.475
0.904,0.646,-0.123
-0.100,-0.105,-0.711
0.749,-0.200,-0.590
0.770,0.487,-0.185
-0.066,0.749,0.011
0.399,-0.047,-0.338
1.708,-0.564,-0.468
0.662,-0.604,0.215
-1.507,0.353,0.051
-1.696,0.438,0.836
-0.038,0.151,0.164
0.485,0.837,-0.509
-0.978,0.685,0.888
-1.223,0.952,-0.112
-1.061,0.317,-0.020
-1.048,-0.996,0.610
-0.428,-0.397,-0.718
-0.698,0.009,-0.622
-0.089,-0.016,-0.108
1.080,-0.425,0.364
0.333,-0.732,0.894
-0.917,-0.381,1.055
-1.131,-0.932,0.382
-0.370,-0.707,-0.446
0.028,0.231,0.069
-0.686,-0.188,-0.156
-0.705,-0.600,-0.318
0.269,0.007,0.229
0.526,0.618,0.069
0.110,0.157,0.307
-0.805,-0.833,0.192
-1.598,-1.178,-0.175
-1.184,-1.475,0.301
-0.965,-1.711,0.591
-1.356,-0.896,0.212
-1.562,-0.237,-0.424
-1.433,-0.031,-0.207
-1.071,0.796,0.656
-1.258,1.348,0.575
-0.860,1.263,0.414
0.132,0.713,0.704
-0.082,0.191,0.040
-0.688,0.776,-0.353
-0.649,0.899,-0.141
0.239,-0.105,-0.346
0.663,-0.346,0.154
-0.703,-0.189,0.193
-1.526,-0.771,-0.259
-0.551,-1.366,0.077
0.382,-0.686,-0.334
0.290,0.439,-0.147
-0.018,0.335,0.839
0.315,-0.242,0.433
-0.051,-0.352,0.034
-1.471,0.175,0.095
-1.387,0.490,-0.178
0.238,-0.746,-0.443
1.232,-2.479,-0.442
0.370,-2.445,-0.475
-1.194,-0.595,-0.694
-0.335,0.036,-0.127
1.543,-0.386,0.207
1.069,0.300,-0.180
0.410,0.192,-0.042
1.505,-0.259,-0.377
1.930,0.417,-0.644
0.993,0.759,-0.249
0.342,0.539,-0.301
-0.093,0.139,-0.085
-0.589,0.820,-0.025
-0.716,1.670,-0.803
-0.285,0.084,-0.904
0.227,-2.027,-0.114
-0.366,-1.643,0.074
-1.594,0.939,-0.164
-1.823,2.295,0.015
-0.251,1.107,0.703
1.730,-1.404,1.398
1.651,-3.082,0.578
-0.039,-1.623,-0.094
-1.496,-0.237,0.195
-1.365,-0.610,-0.369
0.435,-1.225,0.083
1.958,-1.794,0.523
2.022,-0.658,-0.472
1.062,0.982,-0.236
0.182,1.530,0.106
-0.060,1.389,-0.372
-0.447,0.306,-0.166
-1.258,-0.327,-0.351
-1.434,0.623,-1.030
-0.690,1.633,-0.844
0.124,1.101,-0.847
-0.179,-0.316,-0.538
-1.662,-1.104,0.848
-2.491,-0.077,0.637
-2.148,1.296,-0.181
-0.402,-0.106,0.247
1.650,-1.560,-0.197
0.452,-0.411,-0.589
-2.176,0.491,0.077
-1.716,0.708,0.213
0.319,0.055,0.569
0.668,-1.277,0.421
0.283,-1.230,0.029
0.727,-1.834,0.996
1.175,-2.705,0.410
0.538,-2.028,-0.368
-0.725,-1.449,0.323
-0.804,-0.153,-0.121
-0.161,0.695,-0.202
0.237,-0.001,-0.343
0.565,-0.514,-0.715
-0.040,-1.043,0.221
-0.435,-0.033,0.182
0.050,1.712,-0.063
0.475,1.543,0.719
0.534,0.979,0.239
-0.100,0.909,-0.582
-0.221,1.096,0.020
0.719,1.854,-0.327
1.037,1.181,-0.908
0.020,-1.514,-0.443
-0.626,-2.270,-1.124
-0.891,-0.339,-1.161
-0.604,1.424,-0.058
0.893,1.063,0.168
1.201,-0.362,0.131
0.832,-0.705,0.777
0.224,-0.428,0.684
-1.164,0.829,-0.476
-1.436,1.324,0.048
-0.511,0.280,0.326
0.263,1.112,-0.180
0.033,2.857,-0.100
-0.070,2.210,-1.124
-0.068,-0.433,-0.912
-1.349,-1.318,-0.171
-2.098,0.829,-0.491
-0.634,1.679,0.375
0.746,0.011,0.328
0.792,0.075,-0.356
0.880,0.677,0.264
0.899,0.019,-0.280
0.914,-0.066,-0.427
0.381,-0.454,0.489
-0.009,0.409,0.047
0.601,0.754,0.215
0.950,-0.953,-0.018
1.193,-0.932,-0.443
-0.131,-0.824,0.134
-1.158,-0.431,-1.052
0.195,0.248,-0.968
0.420,0.084,-0.037
-0.158,1.046,-0.516
-0.479,0.682,0.286
-0.575,0.114,0.294
0.562,1.064,0.059
0.811,0.522,0.825
-0.309,0.358,0.362
-0.161,0.652,0.293
1.248,0.049,0.272
1.864,1.186,-0.606
-0.055,2.381,-0.457
-1.596,1.283,0.207
0.560,-1.241,-0.039
1.357,-2.875,-0.534
-0.337,-2.049,0.084
0.124,-1.383,0.252
1.213,-1.173,-0.322
0.477,-1.079,0.147
-1.698,-1.658,0.395
-2.578,-1.513,0.507
-0.408,-1.342,0.257
0.657,-0.584,-1.008
-0.910,0.716,-1.029
-1.801,0.602,-0.731
-1.099,-0.229,-0.684
-0.274,-1.501,0.314
-0.378,-1.579,0.239
-0.378,0.540,-0.300
-0.030,1.625,0.271
-0.137,1.557,-0.351
-0.135,1.373,-1.138
0.051,-0.101,-0.154
0.581,-0.844,-0.166
0.878,0.508,-0.526
0.352,1.355,-0.448
0.761,1.344,-1.250
1.292,0.695,-0.141
0.814,-0.102,0.588
0.889,0.426,-0.222
0.728,-0.360,0.390
0.836,-1.420,0.000
1.280,-0.452,-0.006
0.373,0.801,-0.021
0.070,1.961,-0.946
0.102,0.797,-0.117
-0.208,-0.532,-0.277
-0.602,-0.340,-0.310
-1.568,-1.534,-0.204
-0.937,-0.821,-0.897
0.000,0.908,0.073
-0.453,0.497,-0.345
-0.116,0.251,-0.662
0.547,-0.477,0.534
0.113,-0.838,0.137
-0.670,0.211,0.039
-0.589,-0.228,-0.099
1.042,-0.606,-0.798
1.874,0.491,-0.019
-0.030,0.996,0.441
-0.486,1.107,0.323
1.031,0.046,0.847
0.987,-0.966,0.100
0.697,0.470,-0.766
0.721,0.775,-0.398
1.331,-0.465,-0.763
1.443,-0.201,-0.506
-1.469,0.847,0.103
-2.987,1.658,-0.045
-1.375,0.659,0.796
-0.398,-1.117,0.904
-0.431,-1.246,0.522
-1.530,-0.887,0.387
-1.873,0.635,-0.226
-0.838,2.109,0.646
-1.013,1.649,0.279
-0.280,0.376,-0.679
0.828,-1.890,0.086
0.048,-1.467,-0.838
-1.046,0.723,-0.747
-1.850,-0.154,0.409
-1.132,-1.018,0.210
-0.548,-0.578,0.652
-0.898,0.356,0.848
0.377,1.113,0.374
1.439,0.972,-0.133
0.359,0.967,-0.098
-0.645,0.756,-0.359
-0.178,0.207,-0.387
0.574,-0.084,-0.271
1.091,0.232,-1.006
0.590,0.247,0.200
0.683,0.444,0.368
1.324,0.302,-0.561
0.181,-0.283,0.175
0.142,0.844,0.017
0.619,1.181,-0.199
0.406,0.285,-0.187
0.534,-0.735,0.299
0.269,-1.033,0.638
-0.062,0.565,-0.318
-0.524,0.618,-0.282
-0.409,-0.413,0.392
-0.393,0.015,0.478
-0.964,-0.152,0.354
-0.776,-1.295,0.188
0.393,-1.342,0.353
0.570,-0.062,0.278
-0.495,1.263,-0.439
-0.100,0.376,0.327
0.690,-1.047,0.747
1.095,0.418,-0.075
0.414,0.864,0.487
-0.494,-0.157,-0.170
0.293,0.158,-0.269
0.166,0.051,0.660
0.086,-0.153,-0.337
0.228,0.025,-0.214
-0.442,0.170,-0.189
-0.275,0.667,-0.847
-0.168,1.528,-0.452
0.266,1.369,-0.119
1.002,-0.175,0.234
0.122,-0.755,0.227
-0.991,-0.105,0.762
-0.505,0.746,1.049
0.363,0.943,0.181
0.480,0.114,0.281
0.444,0.237,-0.060
0.614,0.953,-0.251
0.484,0.476,0.406
-0.132,0.458,-0.327
-0.819,0.326,-0.359
-0.597,-0.816,0.229
0.649,-0.967,0.334
0.912,-0.664,0.667
-0.294,-0.087,0.146
-0.573,0.697,-0.065
0.391,0.243,-0.124
0.368,0.231,-0.831
-0.202,0.511,-0.354
-0.261,-0.667,-0.149
0.013,-0.397,-0.498
0.005,0.225,0.532
-0.030,-0.867,0.563
0.775,-0.672,0.139
-0.084,-0.086,0.749
-1.256,0.436,0.273
-0.935,0.795,-0.019
-1.039,0.170,0.096
-0.427,0.595,-0.416
0.044,0.928,-1.029
0.121,0.426,-1.030
0.369,0.484,0.138
-0.470,1.125,0.766
-0.941,1.314,0.836
-0.240,0.370,0.735
-0.016,-0.171,0.648
-0.615,0.511,0.642
-0.303,1.242,0.061
0.173,0.732,0.477
-0.191,-0.029,0.747
